Province,District,Sector,Cell,Village
Eastern Province,Bugesera,Gashora,Biryogo,Bidudu
Eastern Province,Bugesera,Gashora,Biryogo,Biryogo
Eastern Province,Bugesera,Gashora,Biryogo,Buhoro
Eastern Province,Bugesera,Gashora,Biryogo,Gihanama
Eastern Province,Bugesera,Gashora,Biryogo,Kagarama
Eastern Province,Bugesera,Gashora,Biryogo,Kanyonyomba
Eastern Province,Bugesera,Gashora,Biryogo,Karutete
Eastern Province,Bugesera,Gashora,Biryogo,Kivugiza
Eastern Province,Bugesera,Gashora,Biryogo,Rugunga
Eastern Province,Bugesera,Gashora,Kabuye,Bidudu
Eastern Province,Bugesera,Gashora,Kabuye,Kabuye
Eastern Province,Bugesera,Gashora,Kabuye,Karizinge
Eastern Province,Bugesera,Gashora,Kabuye,Rwagasiga
Eastern Province,Bugesera,Gashora,Kabuye,Rweteto
Eastern Province,Bugesera,Gashora,Kagomasi,Akagako
Eastern Province,Bugesera,Gashora,Kagomasi,Kagomasi
Eastern Province,Bugesera,Gashora,Kagomasi,Kiruhura
Eastern Province,Bugesera,Gashora,Kagomasi,Kuruganda
Eastern Province,Bugesera,Gashora,Kagomasi,Runzenze
Eastern Province,Bugesera,Gashora,Kagomasi,Rushubi
Eastern Province,Bugesera,Gashora,Mwendo,Gaharwa
Eastern Province,Bugesera,Gashora,Mwendo,Gisenyi
Eastern Province,Bugesera,Gashora,Mwendo,Kayovu
Eastern Province,Bugesera,Gashora,Mwendo,Ruhanga
Eastern Province,Bugesera,Gashora,Mwendo,Ruhanura
Eastern Province,Bugesera,Gashora,Mwendo,Rutanga
Eastern Province,Bugesera,Gashora,Ramiro,Dihiro
Eastern Province,Bugesera,Gashora,Ramiro,Kagasa I
Eastern Province,Bugesera,Gashora,Ramiro,Kagasa II
Eastern Province,Bugesera,Gashora,Ramiro,Karusine I
Eastern Province,Bugesera,Gashora,Ramiro,Karusine II
Eastern Province,Bugesera,Gashora,Ramiro,Migina
Eastern Province,Bugesera,Gashora,Ramiro,Munyinya
Eastern Province,Bugesera,Gashora,Ramiro,Rweru I
Eastern Province,Bugesera,Gashora,Ramiro,Rweru II
Eastern Province,Bugesera,Juru,Juru,Ayabakiza
Eastern Province,Bugesera,Juru,Juru,Bisagara
Eastern Province,Bugesera,Juru,Juru,Nyamigende
Eastern Province,Bugesera,Juru,Juru,Rugarama
Eastern Province,Bugesera,Juru,Juru,Rwamakara
Eastern Province,Bugesera,Juru,Juru,Twabagarama
Eastern Province,Bugesera,Juru,Kabukuba,Gikana
Eastern Province,Bugesera,Juru,Kabukuba,Gikurazo
Eastern Province,Bugesera,Juru,Kabukuba,Kabukuba
Eastern Province,Bugesera,Juru,Kabukuba,Kamatongo
Eastern Province,Bugesera,Juru,Kabukuba,Majanja
Eastern Province,Bugesera,Juru,Kabukuba,Mbuye
Eastern Province,Bugesera,Juru,Kabukuba,Rushubi
Eastern Province,Bugesera,Juru,Mugorore,Cyirabo
Eastern Province,Bugesera,Juru,Mugorore,Gatora
Eastern Province,Bugesera,Juru,Mugorore,Kajevuba
Eastern Province,Bugesera,Juru,Mugorore,Mugorore
Eastern Province,Bugesera,Juru,Mugorore,Murambi
Eastern Province,Bugesera,Juru,Mugorore,Rebero
Eastern Province,Bugesera,Juru,Mugorore,Rwamurama
Eastern Province,Bugesera,Juru,Mugorore,Tabarari
Eastern Province,Bugesera,Juru,Musovu,Bitega
Eastern Province,Bugesera,Juru,Musovu,Cyabasonga
Eastern Province,Bugesera,Juru,Musovu,Cyingaju
Eastern Province,Bugesera,Juru,Musovu,Kabeza
Eastern Province,Bugesera,Juru,Musovu,Nyaruhuru
Eastern Province,Bugesera,Juru,Rwinume,Gisororo
Eastern Province,Bugesera,Juru,Rwinume,Kabeza
Eastern Province,Bugesera,Juru,Rwinume,Katarara
Eastern Province,Bugesera,Juru,Rwinume,Kinihira
Eastern Province,Bugesera,Juru,Rwinume,Rwimpyisi
Eastern Province,Bugesera,Juru,Rwinume,Uwimpunga
Eastern Province,Bugesera,Kamabuye,Biharagu,Akanigo
Eastern Province,Bugesera,Kamabuye,Biharagu,Biharagu
Eastern Province,Bugesera,Kamabuye,Biharagu,Kanyonyera
Eastern Province,Bugesera,Kamabuye,Biharagu,Munazi
Eastern Province,Bugesera,Kamabuye,Biharagu,Muyigi
Eastern Province,Bugesera,Kamabuye,Biharagu,Nyarurama
Eastern Province,Bugesera,Kamabuye,Biharagu,Rubugu
Eastern Province,Bugesera,Kamabuye,Burenge,Akabazeyi
Eastern Province,Bugesera,Kamabuye,Burenge,Kagenge
Eastern Province,Bugesera,Kamabuye,Burenge,Murambo
Eastern Province,Bugesera,Kamabuye,Burenge,Nyabyondo
Eastern Province,Bugesera,Kamabuye,Burenge,Nyakariba
Eastern Province,Bugesera,Kamabuye,Burenge,Rebero
Eastern Province,Bugesera,Kamabuye,Burenge,Senga
Eastern Province,Bugesera,Kamabuye,Kampeka,Byimana
Eastern Province,Bugesera,Kamabuye,Kampeka,Kampeka
Eastern Province,Bugesera,Kamabuye,Kampeka,Mabuye
Eastern Province,Bugesera,Kamabuye,Kampeka,Masangano
Eastern Province,Bugesera,Kamabuye,Kampeka,Mbuganzeri
Eastern Province,Bugesera,Kamabuye,Kampeka,Mparo
Eastern Province,Bugesera,Kamabuye,Kampeka,Ndama
Eastern Province,Bugesera,Kamabuye,Kampeka,Pamba I
Eastern Province,Bugesera,Kamabuye,Kampeka,Pamba II
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Akaje
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Fatinkanda
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Murago
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Murambi
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Ntungamo I
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Ntungamo II
Eastern Province,Bugesera,Kamabuye,Nyakayaga,Nyakayaga
Eastern Province,Bugesera,Kamabuye,Tunda,Cyogamuyaga
Eastern Province,Bugesera,Kamabuye,Tunda,Mububa I
Eastern Province,Bugesera,Kamabuye,Tunda,Mububaya II
Eastern Province,Bugesera,Kamabuye,Tunda,Rubirizi
Eastern Province,Bugesera,Kamabuye,Tunda,Rusibya
Eastern Province,Bugesera,Kamabuye,Tunda,Tunda
Eastern Province,Bugesera,Kamabuye,Tunda,Twuruziramire
Eastern Province,Bugesera,Kamabuye,Tunda,Uwibiraro I
Eastern Province,Bugesera,Kamabuye,Tunda,Uwibiraro II
Eastern Province,Bugesera,Kamabuye,Tunda,Uwumusave
Eastern Province,Bugesera,Mareba,Bushenyi,Bigaga
Eastern Province,Bugesera,Mareba,Bushenyi,Bukumba
Eastern Province,Bugesera,Mareba,Bushenyi,Cyantwari
Eastern Province,Bugesera,Mareba,Bushenyi,Gasagara
Eastern Province,Bugesera,Mareba,Bushenyi,Gitega
Eastern Province,Bugesera,Mareba,Bushenyi,Kabeza
Eastern Province,Bugesera,Mareba,Bushenyi,Kagese
Eastern Province,Bugesera,Mareba,Bushenyi,Kagogo
Eastern Province,Bugesera,Mareba,Bushenyi,Kamasonga
Eastern Province,Bugesera,Mareba,Bushenyi,Mareba
Eastern Province,Bugesera,Mareba,Bushenyi,Muyange
Eastern Province,Bugesera,Mareba,Bushenyi,Rukoyoyo
Eastern Province,Bugesera,Mareba,Bushenyi,Runyonza
Eastern Province,Bugesera,Mareba,Bushenyi,Rususa
Eastern Province,Bugesera,Mareba,Gakomeye,Gatanga
Eastern Province,Bugesera,Mareba,Gakomeye,Gitwa
Eastern Province,Bugesera,Mareba,Gakomeye,Kabere
Eastern Province,Bugesera,Mareba,Gakomeye,Kajevuba
Eastern Province,Bugesera,Mareba,Gakomeye,Kamudeberi
Eastern Province,Bugesera,Mareba,Gakomeye,Kamunana
Eastern Province,Bugesera,Mareba,Gakomeye,Kanka
Eastern Province,Bugesera,Mareba,Gakomeye,Kaziranyenzi
Eastern Province,Bugesera,Mareba,Gakomeye,Rwintare
Eastern Province,Bugesera,Mareba,Nyamigina,Gafunzo
Eastern Province,Bugesera,Mareba,Nyamigina,Kabeza
Eastern Province,Bugesera,Mareba,Nyamigina,Kabingo
Eastern Province,Bugesera,Mareba,Nyamigina,Kabuye
Eastern Province,Bugesera,Mareba,Nyamigina,Karwana
Eastern Province,Bugesera,Mareba,Nyamigina,Ngugu
Eastern Province,Bugesera,Mareba,Nyamigina,Nyamigisha
Eastern Province,Bugesera,Mareba,Nyamigina,Ruhina
Eastern Province,Bugesera,Mareba,Nyamigina,Rusenyi
Eastern Province,Bugesera,Mareba,Nyamigina,Ruyenzi
Eastern Province,Bugesera,Mareba,Rango,Gatare
Eastern Province,Bugesera,Mareba,Rango,Gatinza
Eastern Province,Bugesera,Mareba,Rango,Gihoko
Eastern Province,Bugesera,Mareba,Rango,Kabuga
Eastern Province,Bugesera,Mareba,Rango,Kagarama
Eastern Province,Bugesera,Mareba,Rango,Matinza
Eastern Province,Bugesera,Mareba,Rango,Mbuga
Eastern Province,Bugesera,Mareba,Rango,Rango
Eastern Province,Bugesera,Mareba,Rango,Rusagara
Eastern Province,Bugesera,Mareba,Rango,Rwabikwano
Eastern Province,Bugesera,Mareba,Rugarama,Gasagara
Eastern Province,Bugesera,Mareba,Rugarama,Gatare
Eastern Province,Bugesera,Mareba,Rugarama,Kayonza
Eastern Province,Bugesera,Mareba,Rugarama,Keza
Eastern Province,Bugesera,Mareba,Rugarama,Kururama
Eastern Province,Bugesera,Mareba,Rugarama,Muyenzi
Eastern Province,Bugesera,Mareba,Rugarama,Ruduha
Eastern Province,Bugesera,Mareba,Rugarama,Rugarama
Eastern Province,Bugesera,Mareba,Rugarama,Rutaka
Eastern Province,Bugesera,Mayange,Gakamba,Gacucu
Eastern Province,Bugesera,Mayange,Gakamba,Gakamba
Eastern Province,Bugesera,Mayange,Gakamba,Gisenyi
Eastern Province,Bugesera,Mayange,Gakamba,Kamugenzi
Eastern Province,Bugesera,Mayange,Gakamba,Karambo
Eastern Province,Bugesera,Mayange,Gakamba,Kavumu
Eastern Province,Bugesera,Mayange,Gakamba,Rukora
Eastern Province,Bugesera,Mayange,Kagenge,Biryogo
Eastern Province,Bugesera,Mayange,Kagenge,Gakindo
Eastern Province,Bugesera,Mayange,Kagenge,Gitaramuka
Eastern Province,Bugesera,Mayange,Kagenge,Karama
Eastern Province,Bugesera,Mayange,Kagenge,Kiruhura
Eastern Province,Bugesera,Mayange,Kagenge,Remera
Eastern Province,Bugesera,Mayange,Kagenge,Rukindo
Eastern Province,Bugesera,Mayange,Kagenge,Taba
Eastern Province,Bugesera,Mayange,Kagenge,Tetero
Eastern Province,Bugesera,Mayange,Kibenga,Gahwiji I
Eastern Province,Bugesera,Mayange,Kibenga,Gahwiji II
Eastern Province,Bugesera,Mayange,Kibenga,Kindonyi
Eastern Province,Bugesera,Mayange,Kibenga,Murambi
Eastern Province,Bugesera,Mayange,Kibenga,Ruhorobero
Eastern Province,Bugesera,Mayange,Kibenga,Rwakaramira
Eastern Province,Bugesera,Mayange,Kibenga,Rwarusaku
Eastern Province,Bugesera,Mayange,Kibirizi,Gacyamo
Eastern Province,Bugesera,Mayange,Kibirizi,Gahinga
Eastern Province,Bugesera,Mayange,Kibirizi,Gisenyi
Eastern Province,Bugesera,Mayange,Kibirizi,Gitera
Eastern Province,Bugesera,Mayange,Kibirizi,Kibirizi
Eastern Province,Bugesera,Mayange,Kibirizi,Rugazi
Eastern Province,Bugesera,Mayange,Kibirizi,Rwakibirizi
Eastern Province,Bugesera,Mayange,Mbyo,Cyaruhiririra
Eastern Province,Bugesera,Mayange,Mbyo,Kabyo
Eastern Province,Bugesera,Mayange,Mbyo,Rugarama
Eastern Province,Bugesera,Mayange,Mbyo,Rwimikoni I
Eastern Province,Bugesera,Mayange,Mbyo,Rwimikoni II
Eastern Province,Bugesera,Musenyi,Gicaca,Bidudu
Eastern Province,Bugesera,Musenyi,Gicaca,Cyanika
Eastern Province,Bugesera,Musenyi,Gicaca,Cyarubazi
Eastern Province,Bugesera,Musenyi,Gicaca,Gatare
Eastern Province,Bugesera,Musenyi,Gicaca,Gihari
Eastern Province,Bugesera,Musenyi,Gicaca,Kagusa
Eastern Province,Bugesera,Musenyi,Gicaca,Kamahango
Eastern Province,Bugesera,Musenyi,Gicaca,Kavumu
Eastern Province,Bugesera,Musenyi,Gicaca,Kidudu
Eastern Province,Bugesera,Musenyi,Gicaca,Migina
Eastern Province,Bugesera,Musenyi,Gicaca,Ngarama
Eastern Province,Bugesera,Musenyi,Gicaca,Remera
Eastern Province,Bugesera,Musenyi,Gicaca,Rusagara
Eastern Province,Bugesera,Musenyi,Musenyi,Bidudu
Eastern Province,Bugesera,Musenyi,Musenyi,Bishinge
Eastern Province,Bugesera,Musenyi,Musenyi,Bizenga
Eastern Province,Bugesera,Musenyi,Musenyi,Cyeru
Eastern Province,Bugesera,Musenyi,Musenyi,Gakomeye
Eastern Province,Bugesera,Musenyi,Musenyi,Gakurazo
Eastern Province,Bugesera,Musenyi,Musenyi,Kigarama
Eastern Province,Bugesera,Musenyi,Musenyi,Kijuri
Eastern Province,Bugesera,Musenyi,Musenyi,Kiringa
Eastern Province,Bugesera,Musenyi,Musenyi,Muhanga
Eastern Province,Bugesera,Musenyi,Musenyi,Nunga
Eastern Province,Bugesera,Musenyi,Musenyi,Nyagasagara
Eastern Province,Bugesera,Musenyi,Musenyi,Rugando
Eastern Province,Bugesera,Musenyi,Musenyi,Rugeyo
Eastern Province,Bugesera,Musenyi,Nyagihunika,Gatoki
Eastern Province,Bugesera,Musenyi,Nyagihunika,Gitagata
Eastern Province,Bugesera,Musenyi,Nyagihunika,Kigusa
Eastern Province,Bugesera,Musenyi,Nyagihunika,Kiruhura
Eastern Province,Bugesera,Musenyi,Nyagihunika,Mbonwa
Eastern Province,Bugesera,Musenyi,Nyagihunika,Nyakajuri
Eastern Province,Bugesera,Musenyi,Nyagihunika,Rugarama
Eastern Province,Bugesera,Musenyi,Nyagihunika,Rushubi
Eastern Province,Bugesera,Musenyi,Nyagihunika,Rwankeri
Eastern Province,Bugesera,Musenyi,Rulindo,Kabeza
Eastern Province,Bugesera,Musenyi,Rulindo,Kabuye
Eastern Province,Bugesera,Musenyi,Rulindo,Kagunga
Eastern Province,Bugesera,Musenyi,Rulindo,Kanyamata
Eastern Province,Bugesera,Musenyi,Rulindo,Karambo
Eastern Province,Bugesera,Musenyi,Rulindo,Karubanzangabo
Eastern Province,Bugesera,Musenyi,Rulindo,Kinyovi
Eastern Province,Bugesera,Musenyi,Rulindo,Nyamuri
Eastern Province,Bugesera,Musenyi,Rulindo,Rulindo
Eastern Province,Bugesera,Musenyi,Rulindo,Runyonza
Eastern Province,Bugesera,Mwogo,Bitaba,Bitaba
Eastern Province,Bugesera,Mwogo,Bitaba,Gatwe
Eastern Province,Bugesera,Mwogo,Bitaba,Gisasa
Eastern Province,Bugesera,Mwogo,Bitaba,Misatsi
Eastern Province,Bugesera,Mwogo,Bitaba,Rebero
Eastern Province,Bugesera,Mwogo,Bitaba,Rukoronko
Eastern Province,Bugesera,Mwogo,Kagasa,Gatare
Eastern Province,Bugesera,Mwogo,Kagasa,Gisenyi
Eastern Province,Bugesera,Mwogo,Kagasa,Karutabana
Eastern Province,Bugesera,Mwogo,Kagasa,Ngando
Eastern Province,Bugesera,Mwogo,Kagasa,Rubumba
Eastern Province,Bugesera,Mwogo,Kagasa,Rwintenderi
Eastern Province,Bugesera,Mwogo,Rugunga,Kagerero
Eastern Province,Bugesera,Mwogo,Rugunga,Nyamabuye
Eastern Province,Bugesera,Mwogo,Rugunga,Nyarukombe
Eastern Province,Bugesera,Mwogo,Rugunga,Rugazi
Eastern Province,Bugesera,Mwogo,Rugunga,Rukira
Eastern Province,Bugesera,Mwogo,Rugunga,Rukore
Eastern Province,Bugesera,Mwogo,Rugunga,Rusagara
Eastern Province,Bugesera,Mwogo,Rurenge,Gatoki
Eastern Province,Bugesera,Mwogo,Rurenge,Gitaraga
Eastern Province,Bugesera,Mwogo,Rurenge,Kaboshya
Eastern Province,Bugesera,Mwogo,Rurenge,Kaziramire
Eastern Province,Bugesera,Mwogo,Rurenge,Rurenge
Eastern Province,Bugesera,Mwogo,Rurenge,Rwabashenyi
Eastern Province,Bugesera,Ngeruka,Gihembe,Buhara
Eastern Province,Bugesera,Ngeruka,Gihembe,Kabaya
Eastern Province,Bugesera,Ngeruka,Gihembe,Kabuye
Eastern Province,Bugesera,Ngeruka,Gihembe,Kadebu
Eastern Province,Bugesera,Ngeruka,Gihembe,Kagasa
Eastern Province,Bugesera,Ngeruka,Gihembe,Karambo
Eastern Province,Bugesera,Ngeruka,Gihembe,Kirasaniro
Eastern Province,Bugesera,Ngeruka,Gihembe,Kururama
Eastern Province,Bugesera,Ngeruka,Gihembe,Nyakariba
Eastern Province,Bugesera,Ngeruka,Gihembe,Nyarubande
Eastern Province,Bugesera,Ngeruka,Gihembe,Rusagara
Eastern Province,Bugesera,Ngeruka,Gihembe,Rutare
Eastern Province,Bugesera,Ngeruka,Gihembe,Ruzinge
Eastern Province,Bugesera,Ngeruka,Gihembe,Shitwe
Eastern Province,Bugesera,Ngeruka,Murama,Agashyamba
Eastern Province,Bugesera,Ngeruka,Murama,Bishenyi
Eastern Province,Bugesera,Ngeruka,Murama,Fatinkanda
Eastern Province,Bugesera,Ngeruka,Murama,Gakurazo
Eastern Province,Bugesera,Ngeruka,Murama,Gatanga
Eastern Province,Bugesera,Ngeruka,Murama,Ikoni
Eastern Province,Bugesera,Ngeruka,Murama,Kagege
Eastern Province,Bugesera,Ngeruka,Murama,Kankuriyingoma
Eastern Province,Bugesera,Ngeruka,Murama,Kigandu
Eastern Province,Bugesera,Ngeruka,Murama,Kinamba
Eastern Province,Bugesera,Ngeruka,Murama,Murama
Eastern Province,Bugesera,Ngeruka,Murama,Muyange
Eastern Province,Bugesera,Ngeruka,Murama,Nyakagarama
Eastern Province,Bugesera,Ngeruka,Murama,Rusamaza
Eastern Province,Bugesera,Ngeruka,Murama,Rwabisheshe
Eastern Province,Bugesera,Ngeruka,Murama,Shami
Eastern Province,Bugesera,Ngeruka,Ngeruka,Binyonzwe
Eastern Province,Bugesera,Ngeruka,Ngeruka,Kamajeri
Eastern Province,Bugesera,Ngeruka,Ngeruka,Kamasonga
Eastern Province,Bugesera,Ngeruka,Ngeruka,Karugondo
Eastern Province,Bugesera,Ngeruka,Ngeruka,Kivugiza
Eastern Province,Bugesera,Ngeruka,Ngeruka,Muyange
Eastern Province,Bugesera,Ngeruka,Ngeruka,Ngeruka
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Heru
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Kabuye
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Karama
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Kavumu
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Kibaya
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Kibungo
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Kimiduha
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Murambi
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Nyakayenzi
Eastern Province,Bugesera,Ngeruka,Nyakayenzi,Twimpara
Eastern Province,Bugesera,Ngeruka,Rutonde,Akajuri
Eastern Province,Bugesera,Ngeruka,Rutonde,Kabare
Eastern Province,Bugesera,Ngeruka,Rutonde,Kabumbwe
Eastern Province,Bugesera,Ngeruka,Rutonde,Kagano
Eastern Province,Bugesera,Ngeruka,Rutonde,Kamugera
Eastern Province,Bugesera,Ngeruka,Rutonde,Kamugore
Eastern Province,Bugesera,Ngeruka,Rutonde,Kigarama
Eastern Province,Bugesera,Ngeruka,Rutonde,Rubirizi
Eastern Province,Bugesera,Ngeruka,Rutonde,Rugazi
Eastern Province,Bugesera,Ngeruka,Rutonde,Runyonza
Eastern Province,Bugesera,Ngeruka,Rutonde,Rusibya
Eastern Province,Bugesera,Ntarama,Cyugaro,Gatoro
Eastern Province,Bugesera,Ntarama,Cyugaro,Kayenzi
Eastern Province,Bugesera,Ntarama,Cyugaro,Kidudu
Eastern Province,Bugesera,Ntarama,Cyugaro,Kingabo
Eastern Province,Bugesera,Ntarama,Cyugaro,Rubomborana
Eastern Province,Bugesera,Ntarama,Cyugaro,Rugarama
Eastern Province,Bugesera,Ntarama,Cyugaro,Rugunga
Eastern Province,Bugesera,Ntarama,Kanzenze,Cyeru
Eastern Province,Bugesera,Ntarama,Kanzenze,Gasagara
Eastern Province,Bugesera,Ntarama,Kanzenze,Kabaha
Eastern Province,Bugesera,Ntarama,Kanzenze,Kabeza
Eastern Province,Bugesera,Ntarama,Kanzenze,Karumuna
Eastern Province,Bugesera,Ntarama,Kanzenze,Kurugenge
Eastern Province,Bugesera,Ntarama,Kanzenze,Nyamabuye
Eastern Province,Bugesera,Ntarama,Kanzenze,Rwangara
Eastern Province,Bugesera,Ntarama,Kibungo,Kagoma I
Eastern Province,Bugesera,Ntarama,Kibungo,Kagoma II
Eastern Province,Bugesera,Ntarama,Kibungo,Kiganwa
Eastern Province,Bugesera,Ntarama,Kibungo,Nganwa
Eastern Province,Bugesera,Ntarama,Kibungo,Nyarunazi
Eastern Province,Bugesera,Ntarama,Kibungo,Ruhengeri
Eastern Province,Bugesera,Ntarama,Kibungo,Rusekera
Eastern Province,Bugesera,Nyamata,Kanazi,Bihari
Eastern Province,Bugesera,Nyamata,Kanazi,Cyeru
Eastern Province,Bugesera,Nyamata,Kanazi,Gitovu
Eastern Province,Bugesera,Nyamata,Kanazi,Kagirazina
Eastern Province,Bugesera,Nyamata,Kanazi,Musagara
Eastern Province,Bugesera,Nyamata,Kanazi,Nyarugati I
Eastern Province,Bugesera,Nyamata,Kanazi,Nyarugati II
Eastern Province,Bugesera,Nyamata,Kanazi,Rugando
Eastern Province,Bugesera,Nyamata,Kanazi,Sumbure
Eastern Province,Bugesera,Nyamata,Kayumba,Gatare
Eastern Province,Bugesera,Nyamata,Kayumba,Karambi
Eastern Province,Bugesera,Nyamata,Kayumba,Kayenzi
Eastern Province,Bugesera,Nyamata,Kayumba,Murambi
Eastern Province,Bugesera,Nyamata,Kayumba,Nyagatovu
Eastern Province,Bugesera,Nyamata,Kayumba,Nyakwibereka
Eastern Province,Bugesera,Nyamata,Kayumba,Nyiramatuntu
Eastern Province,Bugesera,Nyamata,Kayumba,Rwanza
Eastern Province,Bugesera,Nyamata,Maranyundo,Gahembe
Eastern Province,Bugesera,Nyamata,Maranyundo,Gisunzu
Eastern Province,Bugesera,Nyamata,Maranyundo,Mukoma
Eastern Province,Bugesera,Nyamata,Maranyundo,Muyange
Eastern Province,Bugesera,Nyamata,Maranyundo,Rugarama
Eastern Province,Bugesera,Nyamata,Maranyundo,Rusagara
Eastern Province,Bugesera,Nyamata,Murama,Bishweshwe
Eastern Province,Bugesera,Nyamata,Murama,Gataraga
Eastern Province,Bugesera,Nyamata,Murama,Gatare
Eastern Province,Bugesera,Nyamata,Murama,Kasebigege
Eastern Province,Bugesera,Nyamata,Murama,Kivugiza
Eastern Province,Bugesera,Nyamata,Murama,Kiyogoma
Eastern Province,Bugesera,Nyamata,Murama,Mwesa
Eastern Province,Bugesera,Nyamata,Murama,Rucucu
Eastern Province,Bugesera,Nyamata,Murama,Ruhanga
Eastern Province,Bugesera,Nyamata,Murama,Rutobotobo
Eastern Province,Bugesera,Nyamata,Murama,Rutukura
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Gasenga I
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Gasenga II
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Gatare I
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Gatare II
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Gatare III
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Nyabivumu
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Nyamata I
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Nyamata II
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Rugarama I
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Rugarama II
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Rugarama III
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Rwakibirizi I
Eastern Province,Bugesera,Nyamata,Nyamata y' Umujyi,Rwakibirizi II
Eastern Province,Bugesera,Nyarugenge,Gihinga,Mabanga
Eastern Province,Bugesera,Nyarugenge,Gihinga,Mwoshya
Eastern Province,Bugesera,Nyarugenge,Gihinga,Ntungamo
Eastern Province,Bugesera,Nyarugenge,Gihinga,Nyabuhoro
Eastern Province,Bugesera,Nyarugenge,Gihinga,Nyagasozi
Eastern Province,Bugesera,Nyarugenge,Gihinga,Nyarubande
Eastern Province,Bugesera,Nyarugenge,Gihinga,Rwabusoro
Eastern Province,Bugesera,Nyarugenge,Kabuye,Cyahafi
Eastern Province,Bugesera,Nyarugenge,Kabuye,Gateko
Eastern Province,Bugesera,Nyarugenge,Kabuye,Gatoki
Eastern Province,Bugesera,Nyarugenge,Kabuye,Karubagazi
Eastern Province,Bugesera,Nyarugenge,Kabuye,Nyakabingo
Eastern Province,Bugesera,Nyarugenge,Kabuye,Nyakabuye
Eastern Province,Bugesera,Nyarugenge,Kabuye,Nyarusambu
Eastern Province,Bugesera,Nyarugenge,Murambi,Cundaminega
Eastern Province,Bugesera,Nyarugenge,Murambi,Cyeru
Eastern Province,Bugesera,Nyarugenge,Murambi,Kadogori
Eastern Province,Bugesera,Nyarugenge,Murambi,Kanombe
Eastern Province,Bugesera,Nyarugenge,Murambi,Kayitanga
Eastern Province,Bugesera,Nyarugenge,Murambi,Nyagakombe
Eastern Province,Bugesera,Nyarugenge,Murambi,Rugandara
Eastern Province,Bugesera,Nyarugenge,Murambi,Rurama
Eastern Province,Bugesera,Nyarugenge,Murambi,Rushorezo
Eastern Province,Bugesera,Nyarugenge,Ngenda,Bushonyi
Eastern Province,Bugesera,Nyarugenge,Ngenda,Kamabare
Eastern Province,Bugesera,Nyarugenge,Ngenda,Kamugera
Eastern Province,Bugesera,Nyarugenge,Ngenda,Kiyovu
Eastern Province,Bugesera,Nyarugenge,Ngenda,Muyange
Eastern Province,Bugesera,Nyarugenge,Ngenda,Nyagisenyi
Eastern Province,Bugesera,Nyarugenge,Ngenda,Rubona
Eastern Province,Bugesera,Nyarugenge,Ngenda,Rugasa
Eastern Province,Bugesera,Nyarugenge,Ngenda,Rwashangwe
Eastern Province,Bugesera,Nyarugenge,Ngenda,Tubumba
Eastern Province,Bugesera,Nyarugenge,Rugando,Bushenyi
Eastern Province,Bugesera,Nyarugenge,Rugando,Gako
Eastern Province,Bugesera,Nyarugenge,Rugando,Kamahirwe
Eastern Province,Bugesera,Nyarugenge,Rugando,Nsoro
Eastern Province,Bugesera,Nyarugenge,Rugando,Rebero
Eastern Province,Bugesera,Nyarugenge,Rugando,Rugero
Eastern Province,Bugesera,Rilima,Kabeza,Bidenge
Eastern Province,Bugesera,Rilima,Kabeza,Biraro
Eastern Province,Bugesera,Rilima,Kabeza,Bwiza
Eastern Province,Bugesera,Rilima,Kabeza,Gako
Eastern Province,Bugesera,Rilima,Kabeza,Gasarwe
Eastern Province,Bugesera,Rilima,Kabeza,Gasave
Eastern Province,Bugesera,Rilima,Kabeza,Gitega
Eastern Province,Bugesera,Rilima,Kabeza,Kabeza
Eastern Province,Bugesera,Rilima,Kabeza,Kagarama
Eastern Province,Bugesera,Rilima,Kabeza,Karambi
Eastern Province,Bugesera,Rilima,Kabeza,Karambo
