Province,District,Sector,Cell,Village
Eastern Province,Bugesera,Rilima,Kabeza,Karirisi
Eastern Province,Bugesera,Rilima,Kabeza,Marembo
Eastern Province,Bugesera,Rilima,Kabeza,Nyamisagara
Eastern Province,Bugesera,Rilima,Karera,Gakurazo
Eastern Province,Bugesera,Rilima,Karera,Gatare
Eastern Province,Bugesera,Rilima,Karera,Kamahoro
Eastern Province,Bugesera,Rilima,Karera,Mutarama
Eastern Province,Bugesera,Rilima,Karera,Ruyenzi
Eastern Province,Bugesera,Rilima,Karera,Rwankomati
Eastern Province,Bugesera,Rilima,Karera,Rwavuningoma
Eastern Province,Bugesera,Rilima,Karera,Rwimirama
Eastern Province,Bugesera,Rilima,Kimaranzara,Akintwari
Eastern Province,Bugesera,Rilima,Kimaranzara,Akumunezero
Eastern Province,Bugesera,Rilima,Kimaranzara,Amizero
Eastern Province,Bugesera,Rilima,Kimaranzara,Buhoro
Eastern Province,Bugesera,Rilima,Kimaranzara,Byimana
Eastern Province,Bugesera,Rilima,Kimaranzara,Gasabo
Eastern Province,Bugesera,Rilima,Kimaranzara,Gihushi
Eastern Province,Bugesera,Rilima,Kimaranzara,Akabahaya
Eastern Province,Bugesera,Rilima,Kimaranzara,Kidogo
Eastern Province,Bugesera,Rilima,Kimaranzara,Kimaranzara
Eastern Province,Bugesera,Rilima,Kimaranzara,Kivumu
Eastern Province,Bugesera,Rilima,Ntarama,Akabeza
Eastern Province,Bugesera,Rilima,Ntarama,Gasave
Eastern Province,Bugesera,Rilima,Ntarama,Gaseke
Eastern Province,Bugesera,Rilima,Ntarama,Gasenyi
Eastern Province,Bugesera,Rilima,Ntarama,Gitovu
Eastern Province,Bugesera,Rilima,Ntarama,Kagugu
Eastern Province,Bugesera,Rilima,Ntarama,Kamashya
Eastern Province,Bugesera,Rilima,Ntarama,Kavumu
Eastern Province,Bugesera,Rilima,Ntarama,Ntarama
Eastern Province,Bugesera,Rilima,Ntarama,Nyamure
Eastern Province,Bugesera,Rilima,Ntarama,Rurambo
Eastern Province,Bugesera,Rilima,Ntarama,Saruduha
Eastern Province,Bugesera,Rilima,Nyabagendwa,Cyoma
Eastern Province,Bugesera,Rilima,Nyabagendwa,Gicaca
Eastern Province,Bugesera,Rilima,Nyabagendwa,Kamabuye
Eastern Province,Bugesera,Rilima,Nyabagendwa,Karama
Eastern Province,Bugesera,Rilima,Nyabagendwa,Mataba
Eastern Province,Bugesera,Rilima,Nyabagendwa,Mubuga
Eastern Province,Bugesera,Rilima,Nyabagendwa,Mukoma
Eastern Province,Bugesera,Rilima,Nyabagendwa,Murambi
Eastern Province,Bugesera,Rilima,Nyabagendwa,Nyabagendwa
Eastern Province,Bugesera,Rilima,Nyabagendwa,Nyamizi
Eastern Province,Bugesera,Rilima,Nyabagendwa,Rwibikara
Eastern Province,Bugesera,Ruhuha,Bihari,Bihari
Eastern Province,Bugesera,Ruhuha,Bihari,Busasamana
Eastern Province,Bugesera,Ruhuha,Bihari,Masenga I
Eastern Province,Bugesera,Ruhuha,Bihari,Masenga II
Eastern Province,Bugesera,Ruhuha,Bihari,Mukoma
Eastern Province,Bugesera,Ruhuha,Bihari,Nyagafunzo
Eastern Province,Bugesera,Ruhuha,Bihari,Rugarama
Eastern Province,Bugesera,Ruhuha,Bihari,Rwanzunga
Eastern Province,Bugesera,Ruhuha,Gatanga,Butereri
Eastern Province,Bugesera,Ruhuha,Gatanga,Kayigi
Eastern Province,Bugesera,Ruhuha,Gatanga,Kibaza
Eastern Province,Bugesera,Ruhuha,Gatanga,Nyaburiba
Eastern Province,Bugesera,Ruhuha,Gatanga,Nyakagarama
Eastern Province,Bugesera,Ruhuha,Gatanga,Rwanika
Eastern Province,Bugesera,Ruhuha,Gikundamvura,Gikundamvura
Eastern Province,Bugesera,Ruhuha,Gikundamvura,Kanombe
Eastern Province,Bugesera,Ruhuha,Gikundamvura,Kazabagarura
Eastern Province,Bugesera,Ruhuha,Gikundamvura,Kiyovu
Eastern Province,Bugesera,Ruhuha,Gikundamvura,Rukurazo
Eastern Province,Bugesera,Ruhuha,Gikundamvura,Rusenyi
Eastern Province,Bugesera,Ruhuha,Kindama,Gatare
Eastern Province,Bugesera,Ruhuha,Kindama,Gatovu
Eastern Province,Bugesera,Ruhuha,Kindama,Kagasera
Eastern Province,Bugesera,Ruhuha,Kindama,Kamweru
Eastern Province,Bugesera,Ruhuha,Kindama,Kibaza
Eastern Province,Bugesera,Ruhuha,Kindama,Kindama
Eastern Province,Bugesera,Ruhuha,Kindama,Rebero
Eastern Province,Bugesera,Ruhuha,Kindama,Ruramba
Eastern Province,Bugesera,Ruhuha,Kindama,Rutare
Eastern Province,Bugesera,Ruhuha,Kindama,Saruduha
Eastern Province,Bugesera,Ruhuha,Ruhuha,Kimikamba
Eastern Province,Bugesera,Ruhuha,Ruhuha,Mubano
Eastern Province,Bugesera,Ruhuha,Ruhuha,Nyabaranga
Eastern Province,Bugesera,Ruhuha,Ruhuha,Ruhuha I
Eastern Province,Bugesera,Ruhuha,Ruhuha,Ruhuha II
Eastern Province,Bugesera,Rweru,Batima,Agahonnyo
Eastern Province,Bugesera,Rweru,Batima,Batima
Eastern Province,Bugesera,Rweru,Batima,Gasororo
Eastern Province,Bugesera,Rweru,Batima,Gikoma
Eastern Province,Bugesera,Rweru,Batima,Ihara
Eastern Province,Bugesera,Rweru,Batima,Kamudusi
Eastern Province,Bugesera,Rweru,Batima,Mbuganzeri
Eastern Province,Bugesera,Rweru,Batima,Rubira
Eastern Province,Bugesera,Rweru,Batima,Ruhehe
Eastern Province,Bugesera,Rweru,Batima,Twinyange
Eastern Province,Bugesera,Rweru,Kintambwe,Gakindo
Eastern Province,Bugesera,Rweru,Kintambwe,Gasenyi
Eastern Province,Bugesera,Rweru,Kintambwe,Maburane
Eastern Province,Bugesera,Rweru,Kintambwe,Mugina
Eastern Province,Bugesera,Rweru,Kintambwe,Nyiragiseke
Eastern Province,Bugesera,Rweru,Kintambwe,Nyirakanemba
Eastern Province,Bugesera,Rweru,Kintambwe,Nyirarubomboza
Eastern Province,Bugesera,Rweru,Kintambwe,Nzangwa
Eastern Province,Bugesera,Rweru,Kintambwe,Ubukoroco
Eastern Province,Bugesera,Rweru,Mazane,Gasasa
Eastern Province,Bugesera,Rweru,Mazane,Rukira
Eastern Province,Bugesera,Rweru,Mazane,Rusenyi
Eastern Province,Bugesera,Rweru,Nemba,Kigina
Eastern Province,Bugesera,Rweru,Nemba,Kimpara
Eastern Province,Bugesera,Rweru,Nemba,Kimvubu
Eastern Province,Bugesera,Rweru,Nemba,Muyoboro
Eastern Province,Bugesera,Rweru,Nemba,Nemba
Eastern Province,Bugesera,Rweru,Nemba,Nyakabingo
Eastern Province,Bugesera,Rweru,Nemba,Rutete
Eastern Province,Bugesera,Rweru,Nemba,Rwibinyogote
Eastern Province,Bugesera,Rweru,Nemba,Rwiminazi
Eastern Province,Bugesera,Rweru,Nkanga,Agashoro
Eastern Province,Bugesera,Rweru,Nkanga,Kivusha
Eastern Province,Bugesera,Rweru,Nkanga,Mujwiri
Eastern Province,Bugesera,Rweru,Nkanga,Mushyoroti
Eastern Province,Bugesera,Rweru,Nkanga,Nkanga
Eastern Province,Bugesera,Rweru,Nkanga,Ruzo
Eastern Province,Bugesera,Rweru,Sharita,Karizinge
Eastern Province,Bugesera,Rweru,Sharita,Sharita
Eastern Province,Bugesera,Shyara,Kabagugu,Kabagugu
Eastern Province,Bugesera,Shyara,Kabagugu,Kinteko
Eastern Province,Bugesera,Shyara,Kabagugu,Ngaruye
Eastern Province,Bugesera,Shyara,Kabagugu,Rwamanyoni
Eastern Province,Bugesera,Shyara,Kamabuye,Gakoni
Eastern Province,Bugesera,Shyara,Kamabuye,Nyabaguma
Eastern Province,Bugesera,Shyara,Kamabuye,Rubwirwa
Eastern Province,Bugesera,Shyara,Nziranziza,Gahosha
Eastern Province,Bugesera,Shyara,Nziranziza,Kagarama
Eastern Province,Bugesera,Shyara,Nziranziza,Nziranziza
Eastern Province,Bugesera,Shyara,Nziranziza,Ruli
Eastern Province,Bugesera,Shyara,Rebero,Gateko
Eastern Province,Bugesera,Shyara,Rebero,Nyamirama
Eastern Province,Bugesera,Shyara,Rebero,Rebero
Eastern Province,Bugesera,Shyara,Rebero,Rutebe
Eastern Province,Bugesera,Shyara,Rutare,Gaseke
Eastern Province,Bugesera,Shyara,Rutare,Kamweru
Eastern Province,Bugesera,Shyara,Rutare,Ruhanga
Eastern Province,Bugesera,Shyara,Rutare,Rutare
Eastern Province,Bugesera,Shyara,Rutare,Shyara
Eastern Province,Gatsibo,Gasange,Kigabiro,Kabuye
Eastern Province,Gatsibo,Gasange,Kigabiro,Kigabiro
Eastern Province,Gatsibo,Gasange,Kigabiro,Maya
Eastern Province,Gatsibo,Gasange,Kigabiro,Munini
Eastern Province,Gatsibo,Gasange,Kigabiro,Rugarama
Eastern Province,Gatsibo,Gasange,Kimana,Byahi
Eastern Province,Gatsibo,Gasange,Kimana,Kagarama
Eastern Province,Gatsibo,Gasange,Kimana,Kimana
Eastern Province,Gatsibo,Gasange,Kimana,Rugarama
Eastern Province,Gatsibo,Gasange,Teme,Buburankwi
Eastern Province,Gatsibo,Gasange,Teme,Giheta
Eastern Province,Gatsibo,Gasange,Teme,Kinunga
Eastern Province,Gatsibo,Gasange,Teme,Teme
Eastern Province,Gatsibo,Gasange,Viro,Gahara I
Eastern Province,Gatsibo,Gasange,Viro,Gahara II
Eastern Province,Gatsibo,Gasange,Viro,Kagogo
Eastern Province,Gatsibo,Gasange,Viro,Viro
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Gatare
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Gatsibo
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Hanika
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Mukwiza
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Munini
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Nyakagarama
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Nyamuduha
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Nyarukoni
Eastern Province,Gatsibo,Gatsibo,Gatsibo,Rwimbogo
Eastern Province,Gatsibo,Gatsibo,Manishya,Manishya
Eastern Province,Gatsibo,Gatsibo,Manishya,Nyagahandagaza
Eastern Province,Gatsibo,Gatsibo,Manishya,Nyaruhanga
Eastern Province,Gatsibo,Gatsibo,Manishya,Nyarukoni
Eastern Province,Gatsibo,Gatsibo,Manishya,Rugarama
Eastern Province,Gatsibo,Gatsibo,Mugera,Kabuga
Eastern Province,Gatsibo,Gatsibo,Mugera,Kamasapfu
Eastern Province,Gatsibo,Gatsibo,Mugera,Karambo I
Eastern Province,Gatsibo,Gatsibo,Mugera,Kavumu
Eastern Province,Gatsibo,Gatsibo,Mugera,Kayisha
Eastern Province,Gatsibo,Gatsibo,Mugera,Kiraritsi
Eastern Province,Gatsibo,Gatsibo,Mugera,Mugera
Eastern Province,Gatsibo,Gatsibo,Mugera,Nyarukoni I
Eastern Province,Gatsibo,Gatsibo,Mugera,Rurama
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Agakenyeri
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Agakomeye
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Agatoma
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Gatungu
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Kabashenda
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Kaduha
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Kigarama
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Nyabiheke
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Nyamuduha
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Rucumbo
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Rutovu
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Ryabakame
Eastern Province,Gatsibo,Gatsibo,Nyabicwamba,Ryebare
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Gitega
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Karama
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Kizinga
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Mangarama
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Nyagahanga
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Nyakibande
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Rugarama
Eastern Province,Gatsibo,Gatsibo,Nyagahanga,Rusenge
Eastern Province,Gatsibo,Gitoki,Bukomane,Bukomane
Eastern Province,Gatsibo,Gitoki,Bukomane,Muburembo
Eastern Province,Gatsibo,Gitoki,Bukomane,Gakiri
Eastern Province,Gatsibo,Gitoki,Bukomane,Gisaka
Eastern Province,Gatsibo,Gitoki,Bukomane,Kigomero
Eastern Province,Gatsibo,Gitoki,Bukomane,Mungaju
Eastern Province,Gatsibo,Gitoki,Bukomane,Nyakayaga
Eastern Province,Gatsibo,Gitoki,Bukomane,Mururema
Eastern Province,Gatsibo,Gitoki,Bukomane,Rwagitima
Eastern Province,Gatsibo,Gitoki,Bukomane,Ryarukaza
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Binunga
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Cyabusheshe
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Cyoto
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Kigabiro
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Kivuba
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Nyarunazi
Eastern Province,Gatsibo,Gitoki,Cyabusheshe,Rushashi
Eastern Province,Gatsibo,Gitoki,Karubungo,Gisharara
Eastern Province,Gatsibo,Gitoki,Karubungo,Isangano
Eastern Province,Gatsibo,Gitoki,Karubungo,Kagugu
Eastern Province,Gatsibo,Gitoki,Karubungo,Kamuhenda
Eastern Province,Gatsibo,Gitoki,Karubungo,Karubungo
Eastern Province,Gatsibo,Gitoki,Karubungo,Kinyange
Eastern Province,Gatsibo,Gitoki,Karubungo,Nyagacyamo
Eastern Province,Gatsibo,Gitoki,Karubungo,Nyarugarama
Eastern Province,Gatsibo,Gitoki,Karubungo,Rugarama
Eastern Province,Gatsibo,Gitoki,Karubungo,Rwamuhinga
Eastern Province,Gatsibo,Gitoki,Karubungo,Sata
Eastern Province,Gatsibo,Gitoki,Mpondwa,Akibiraro
Eastern Province,Gatsibo,Gitoki,Mpondwa,Akuruganda
Eastern Province,Gatsibo,Gitoki,Mpondwa,Bukira
Eastern Province,Gatsibo,Gitoki,Mpondwa,Bwiza
Eastern Province,Gatsibo,Gitoki,Mpondwa,Gahama
Eastern Province,Gatsibo,Gitoki,Mpondwa,Nyakabungo
Eastern Province,Gatsibo,Gitoki,Mpondwa,Nyaruhanga
Eastern Province,Gatsibo,Gitoki,Mpondwa,Ryabugenge
Eastern Province,Gatsibo,Gitoki,Mpondwa,Tsima
Eastern Province,Gatsibo,Gitoki,Nyamirama,Gahabo
Eastern Province,Gatsibo,Gitoki,Nyamirama,Kagarama
Eastern Province,Gatsibo,Gitoki,Nyamirama,Kinteko
Eastern Province,Gatsibo,Gitoki,Nyamirama,Kwishaba
Eastern Province,Gatsibo,Gitoki,Nyamirama,Minago
Eastern Province,Gatsibo,Gitoki,Nyamirama,Mwanama
Eastern Province,Gatsibo,Gitoki,Nyamirama,Nyabikenke
Eastern Province,Gatsibo,Gitoki,Nyamirama,Nyamuraza
Eastern Province,Gatsibo,Gitoki,Nyamirama,Nyarukombe
Eastern Province,Gatsibo,Gitoki,Nyamirama,Rukiri
Eastern Province,Gatsibo,Gitoki,Nyamirama,Rwinsanga
Eastern Province,Gatsibo,Gitoki,Rubira,Gakiri
Eastern Province,Gatsibo,Gitoki,Rubira,Gikuyu
Eastern Province,Gatsibo,Gitoki,Rubira,Kavumu
Eastern Province,Gatsibo,Gitoki,Rubira,Nyakabota
Eastern Province,Gatsibo,Gitoki,Rubira,Nyakagarama
Eastern Province,Gatsibo,Gitoki,Rubira,Nyamengo
Eastern Province,Gatsibo,Gitoki,Rubira,Rugarama
Eastern Province,Gatsibo,Gitoki,Rubira,Rurehe
Eastern Province,Gatsibo,Gitoki,Rubira,Rwintama
Eastern Province,Gatsibo,Kabarore,Kabarore,Bihinga
Eastern Province,Gatsibo,Kabarore,Kabarore,Kabarore I
Eastern Province,Gatsibo,Kabarore,Kabarore,Kabaroreii
Eastern Province,Gatsibo,Kabarore,Kabarore,Kabingo
Eastern Province,Gatsibo,Kabarore,Kabeza,Gatoki
Eastern Province,Gatsibo,Kabarore,Kabeza,Kabeza
Eastern Province,Gatsibo,Kabarore,Kabeza,Mishenyi
Eastern Province,Gatsibo,Kabarore,Kabeza,Ryanjeru
Eastern Province,Gatsibo,Kabarore,Karenge,Karenge
Eastern Province,Gatsibo,Kabarore,Karenge,Mutarama
Eastern Province,Gatsibo,Kabarore,Karenge,Nyarubuye
Eastern Province,Gatsibo,Kabarore,Marimba,Kabare
Eastern Province,Gatsibo,Kabarore,Marimba,Kanteri
Eastern Province,Gatsibo,Kabarore,Marimba,Marimba
Eastern Province,Gatsibo,Kabarore,Marimba,Nyarwanya
Eastern Province,Gatsibo,Kabarore,Marimba,Rebero
Eastern Province,Gatsibo,Kabarore,Marimba,Rutenderi
Eastern Province,Gatsibo,Kabarore,Marimba,Rwimbogo
Eastern Province,Gatsibo,Kabarore,Nyabikiri,Kabeza
Eastern Province,Gatsibo,Kabarore,Nyabikiri,Ngarama
Eastern Province,Gatsibo,Kabarore,Nyabikiri,Nyabikiri
Eastern Province,Gatsibo,Kabarore,Simbwa,Kibondo I
Eastern Province,Gatsibo,Kabarore,Simbwa,Kibondo II
Eastern Province,Gatsibo,Kabarore,Simbwa,Ruhuha
Eastern Province,Gatsibo,Kabarore,Simbwa,Simbwa
Eastern Province,Gatsibo,Kageyo,Busetsa,Busetsa
Eastern Province,Gatsibo,Kageyo,Busetsa,Cyabuhimbiri
Eastern Province,Gatsibo,Kageyo,Busetsa,Cyatoko
Eastern Province,Gatsibo,Kageyo,Busetsa,Gitebwe
Eastern Province,Gatsibo,Kageyo,Busetsa,Kaninga
Eastern Province,Gatsibo,Kageyo,Busetsa,Kayenzi
Eastern Province,Gatsibo,Kageyo,Busetsa,Kivugiza
Eastern Province,Gatsibo,Kageyo,Busetsa,Nyarubuye
Eastern Province,Gatsibo,Kageyo,Busetsa,Nyarusange
Eastern Province,Gatsibo,Kageyo,Busetsa,Rugarama
Eastern Province,Gatsibo,Kageyo,Busetsa,Rwikubo
Eastern Province,Gatsibo,Kageyo,Busetsa,Tsima
Eastern Province,Gatsibo,Kageyo,Gituza,Bugarama
Eastern Province,Gatsibo,Kageyo,Gituza,Gisiza
Eastern Province,Gatsibo,Kageyo,Gituza,Kabacuzi
Eastern Province,Gatsibo,Kageyo,Gituza,Kigara
Eastern Province,Gatsibo,Kageyo,Gituza,Mpama
Eastern Province,Gatsibo,Kageyo,Gituza,Nyakabare
Eastern Province,Gatsibo,Kageyo,Gituza,Rwabihumbi
Eastern Province,Gatsibo,Kageyo,Kintu,Gakeri
Eastern Province,Gatsibo,Kageyo,Kintu,Jabiro
Eastern Province,Gatsibo,Kageyo,Kintu,Kigando
Eastern Province,Gatsibo,Kageyo,Kintu,Kirara
Eastern Province,Gatsibo,Kageyo,Kintu,Nyakabungo
Eastern Province,Gatsibo,Kageyo,Kintu,Rutoma
Eastern Province,Gatsibo,Kageyo,Kintu,Ryabushogoro
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Agatare
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Kageyo
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Kashango
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Kinyana
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Nyabukobero
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Nyagisozi
Eastern Province,Gatsibo,Kageyo,Nyagisozi,Rukira
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Akagarama
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Akarambo
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Amataba
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Bushenyi
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Businde
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Kiramuruzi
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Kiyogori
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Nduba
Eastern Province,Gatsibo,Kiramuruzi,Akabuga,Ubuhoro
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Akabingo
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Akamasine
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Akurusizi
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Bwunyu
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Gatugunda
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Gipangu
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Kayita
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Nyakagarama
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Nyamarebe
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Rwagashyaba
Eastern Province,Gatsibo,Kiramuruzi,Gakenke,Umurehe
Eastern Province,Gatsibo,Kiramuruzi,Gakoni,Karuhura
Eastern Province,Gatsibo,Kiramuruzi,Gakoni,Kiyovu
Eastern Province,Gatsibo,Kiramuruzi,Gakoni,Kumana
Eastern Province,Gatsibo,Kiramuruzi,Gakoni,Kumunini
Eastern Province,Gatsibo,Kiramuruzi,Gakoni,Kumwiga
Eastern Province,Gatsibo,Kiramuruzi,Gakoni,Rwajembe
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Akabare
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Akabuga
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Akantunga
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Bushenyi
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Gahoko
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Gasave
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Gitunginka
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Itaba
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Karaba
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Nyagasambu
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Nyagashenyi
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Nyarusambu
Eastern Province,Gatsibo,Kiramuruzi,Nyabisindu,Rugenge
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Agatovu
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Akabingo
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Akingondo
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Bishenyi
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Bwiza
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Isangano
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Ishanti
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Munanira
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Muringa
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Nyungwe
Eastern Province,Gatsibo,Kiziguro,Agakomeye,Ubutatu
Eastern Province,Gatsibo,Kiziguro,Mbogo,Akabuye
Eastern Province,Gatsibo,Kiziguro,Mbogo,Akavumu
Eastern Province,Gatsibo,Kiziguro,Mbogo,Nyakabungo
Eastern Province,Gatsibo,Kiziguro,Mbogo,Nyakagarama
Eastern Province,Gatsibo,Kiziguro,Mbogo,Rebero
Eastern Province,Gatsibo,Kiziguro,Mbogo,Ryabihura
Eastern Province,Gatsibo,Kiziguro,Mbogo,Ryamuhuzi
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Akabagendo
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Akamamesa
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Akarambo
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Bidudu
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Gakunyu
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Gihinga
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Gorora
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Kabukungu
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Kanyonyomba
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Kigarama
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Kinunga
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Mataba
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Mishunzi
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Murehe
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Nyagashenyi
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Rubungo
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Rukungu
Eastern Province,Gatsibo,Kiziguro,Ndatemwa,Ryarugema
Eastern Province,Gatsibo,Kiziguro,Rubona,Agatare
Eastern Province,Gatsibo,Kiziguro,Rubona,Akagarama
Eastern Province,Gatsibo,Kiziguro,Rubona,Amarende
Eastern Province,Gatsibo,Kiziguro,Rubona,Bwiza
Eastern Province,Gatsibo,Kiziguro,Rubona,Cyarutabira
Eastern Province,Gatsibo,Kiziguro,Rubona,Ihema
Eastern Province,Gatsibo,Kiziguro,Rubona,Iramba
Eastern Province,Gatsibo,Kiziguro,Rubona,Kigabiro
Eastern Province,Gatsibo,Kiziguro,Rubona,Kigoroba
Eastern Province,Gatsibo,Kiziguro,Rubona,Kinimba
Eastern Province,Gatsibo,Kiziguro,Rubona,Nyagasambu
Eastern Province,Gatsibo,Kiziguro,Rubona,Nyarurembo
Eastern Province,Gatsibo,Kiziguro,Rubona,Rubaya
Eastern Province,Gatsibo,Kiziguro,Rubona,Rubira
Eastern Province,Gatsibo,Kiziguro,Rubona,Ryakabucye
Eastern Province,Gatsibo,Kiziguro,Rubona,Ryanyiranyana
Eastern Province,Gatsibo,Kiziguro,Rubona,Tubindi
Eastern Province,Gatsibo,Muhura,Bibare,Agasharu
Eastern Province,Gatsibo,Muhura,Bibare,Akabuga
Eastern Province,Gatsibo,Muhura,Bibare,Akagasaro
Eastern Province,Gatsibo,Muhura,Bibare,Cyahafi
Eastern Province,Gatsibo,Muhura,Bibare,Cyarugira
Eastern Province,Gatsibo,Muhura,Bibare,Cyaruhagazi
Eastern Province,Gatsibo,Muhura,Bibare,Gasigati
Eastern Province,Gatsibo,Muhura,Bibare,Kinyaga
Eastern Province,Gatsibo,Muhura,Bibare,Maryohe
Eastern Province,Gatsibo,Muhura,Bibare,Mugogo
Eastern Province,Gatsibo,Muhura,Bibare,Musasa
Eastern Province,Gatsibo,Muhura,Bibare,Rutoma
Eastern Province,Gatsibo,Muhura,Bibare,Rwangendo
Eastern Province,Gatsibo,Muhura,Gakorokombe,Agahama
Eastern Province,Gatsibo,Muhura,Gakorokombe,Agasharu
Eastern Province,Gatsibo,Muhura,Gakorokombe,Biniga
Eastern Province,Gatsibo,Muhura,Gakorokombe,Kinihira
Eastern Province,Gatsibo,Muhura,Gakorokombe,Nyarubuye
Eastern Province,Gatsibo,Muhura,Gakorokombe,Umunini
Eastern Province,Gatsibo,Muhura,Gakorokombe,Urubiri
